city,locality,area_sqft,bhk,bathrooms,age_years,floor,total_floors,parking,gym,pool,furnishing,price
Bangalore,Hebbal,2325,2,1,2,6,8,1,1,0,Semi-Furnished,12130007
Bangalore,Whitefield,2535,2,2,7,24,29,1,1,0,Fully Furnished,13132152
Bangalore,HSR Layout,1720,3,4,12,21,22,1,1,0,Semi-Furnished,9500922
Chennai,Anna Nagar,2656,3,2,21,29,36,0,1,1,Unfurnished,16457050
Mumbai,Andheri,2383,1,1,11,18,27,1,1,0,Unfurnished,22110260
Pune,Kothrud,3791,2,2,17,1,3,1,0,0,Fully Furnished,22730589
Chennai,OMR,2446,2,3,17,21,22,1,0,0,Semi-Furnished,13872657
Mumbai,Powai,1219,2,3,16,29,38,0,1,1,Fully Furnished,12894515
Mumbai,Kurla,3890,2,2,6,24,26,0,0,1,Semi-Furnished,37199431
Delhi NCR,Faridabad,1605,3,3,21,18,27,1,1,0,Semi-Furnished,12637432
Chennai,T Nagar,2060,4,4,12,3,11,1,1,0,Fully Furnished,13316083
Chennai,Velachery,2979,2,2,12,2,9,0,1,1,Unfurnished,16222678
Mumbai,Bandra,2420,3,3,5,22,23,0,1,0,Unfurnished,23894021
Mumbai,Bandra,3579,2,2,20,3,7,1,1,0,Semi-Furnished,34564890
Mumbai,Bandra,1135,3,4,18,27,34,1,1,1,Semi-Furnished,11645954
Delhi NCR,Faridabad,1672,3,2,23,13,19,0,1,1,Unfurnished,13147979
Chennai,T Nagar,3669,4,4,18,5,6,0,1,0,Semi-Furnished,20492941
Mumbai,Andheri,3672,2,2,20,5,12,0,1,1,Semi-Furnished,34797889
Bangalore,Koramangala,2253,1,2,23,8,10,1,0,0,Unfurnished,9822459
Chennai,Velachery,2914,3,2,15,4,12,1,1,0,Unfurnished,16061373
Delhi NCR,Faridabad,3472,2,3,2,6,8,1,1,0,Fully Furnished,28725283
Bangalore,Whitefield,2961,2,3,13,12,16,1,1,0,Fully Furnished,16948062
Hyderabad,Madhapur,3830,2,2,20,0,6,1,1,1,Semi-Furnished,20374637
Chennai,T Nagar,2426,3,3,5,23,31,1,1,1,Unfurnished,13939669
Hyderabad,Gachibowli,855,2,3,16,1,4,1,0,0,Semi-Furnished,4885537
Mumbai,Thane,2558,5,5,15,19,25,1,1,0,Unfurnished,26472274
Delhi NCR,Greater Noida,1939,2,2,1,9,15,0,0,1,Semi-Furnished,14876436
Mumbai,Andheri,2094,2,2,22,22,23,0,0,0,Unfurnished,19390565
Delhi NCR,Gurugram,3821,3,2,8,27,33,1,0,0,Fully Furnished,30843161
Pune,Hinjewadi,2175,2,1,12,5,6,1,0,1,Unfurnished,13565869
Mumbai,Andheri,2370,3,3,13,3,12,1,1,1,Semi-Furnished,22742738
Hyderabad,Gachibowli,1645,3,4,19,7,11,0,0,0,Semi-Furnished,9462102
Delhi NCR,Faridabad,2612,3,2,20,13,18,0,0,0,Semi-Furnished,19604080
Mumbai,Powai,3873,3,4,11,28,29,1,0,0,Unfurnished,38317697
Chennai,Anna Nagar,624,2,2,19,15,16,1,1,0,Semi-Furnished,4343740
Delhi NCR,Faridabad,811,4,5,10,14,23,1,0,0,Semi-Furnished,7907908
Delhi NCR,Dwarka,3762,3,4,18,12,18,1,0,0,Unfurnished,29685011
Mumbai,Andheri,1274,2,1,9,11,17,1,1,1,Semi-Furnished,13517255
Pune,Baner,3549,2,3,17,6,11,1,0,0,Unfurnished,21523158
Mumbai,Andheri,3420,2,3,2,14,20,1,1,1,Unfurnished,33925647
Hyderabad,Kondapur,1973,2,1,15,5,13,1,1,0,Unfurnished,10206539
Hyderabad,HITEC City,2331,3,3,17,20,27,0,1,0,Semi-Furnished,12352661
Delhi NCR,Gurugram,1193,1,2,13,20,27,1,0,0,Semi-Furnished,9761166
Delhi NCR,Gurugram,1682,4,4,23,13,22,1,1,1,Fully Furnished,14407064
Mumbai,Andheri,1876,1,1,16,26,35,1,1,1,Semi-Furnished,17550321
Hyderabad,Gachibowli,2343,2,2,4,14,23,1,1,0,Unfurnished,13081506
Hyderabad,Madhapur,1489,2,1,16,22,23,1,0,0,Unfurnished,8458749
Pune,Hinjewadi,3346,2,2,20,10,16,0,0,0,Semi-Furnished,21669089
Chennai,T Nagar,3221,4,5,13,21,26,1,1,0,Unfurnished,18202713
Pune,Wakad,3834,3,3,2,3,11,1,1,1,Unfurnished,26298145
Bangalore,Whitefield,2252,2,2,24,22,30,0,1,1,Semi-Furnished,12434658
Pune,Viman Nagar,3459,4,4,14,4,12,1,0,0,Semi-Furnished,23699497
Mumbai,Thane,2953,4,5,11,22,27,0,1,1,Semi-Furnished,29373057
Chennai,T Nagar,3543,3,3,16,22,23,1,0,0,Fully Furnished,21186410
Mumbai,Thane,2216,4,4,16,26,30,1,0,1,Semi-Furnished,21979280
Bangalore,Whitefield,2126,3,3,23,1,8,0,1,1,Semi-Furnished,11814195
Chennai,Anna Nagar,3588,3,2,18,27,29,1,1,0,Fully Furnished,22341240
Delhi NCR,Greater Noida,3184,2,3,6,19,26,1,0,0,Semi-Furnished,25725018
Hyderabad,Madhapur,3831,2,1,4,14,19,0,1,0,Semi-Furnished,22223001
Pune,Wakad,1389,3,4,1,9,15,1,1,0,Semi-Furnished,10268895
Mumbai,Andheri,1878,4,4,15,3,9,1,1,0,Fully Furnished,19457320
Bangalore,Hebbal,988,3,4,12,28,33,0,1,1,Unfurnished,5700248
Hyderabad,Madhapur,3785,4,5,10,22,29,1,1,0,Unfurnished,19407869
Pune,Viman Nagar,2786,2,3,6,7,11,0,0,0,Fully Furnished,17663815
Hyderabad,Gachibowli,679,3,4,22,10,11,1,1,0,Semi-Furnished,4405575
Pune,Kothrud,1942,3,2,2,16,25,1,0,1,Semi-Furnished,13545344
Delhi NCR,Faridabad,2207,3,4,5,6,13,1,1,0,Semi-Furnished,17120753
Chennai,Velachery,3714,3,2,4,10,19,1,0,1,Unfurnished,20619209
Hyderabad,Jubilee Hills,2864,2,1,0,21,30,0,1,1,Semi-Furnished,17455477
Hyderabad,Kondapur,1767,2,2,0,9,16,1,1,1,Unfurnished,10567206
Hyderabad,Kondapur,731,5,6,17,0,2,0,1,0,Fully Furnished,5455581
Chennai,T Nagar,2312,1,1,22,29,31,1,1,0,Semi-Furnished,12836914
Bangalore,HSR Layout,2112,3,4,2,29,33,0,0,1,Fully Furnished,11083628
Pune,Wakad,1826,2,1,24,7,16,0,0,1,Unfurnished,10692821
Delhi NCR,Dwarka,830,2,1,18,4,11,1,0,1,Semi-Furnished,6714503
Hyderabad,Madhapur,1060,3,2,9,12,21,1,0,0,Unfurnished,5667797
Chennai,T Nagar,3496,3,4,19,6,10,1,1,0,Unfurnished,20283006
Bangalore,Whitefield,747,4,5,10,23,32,0,1,0,Semi-Furnished,5129129
Pune,Baner,782,2,3,7,22,29,1,1,1,Semi-Furnished,6477624
Chennai,Velachery,1810,3,4,19,10,18,1,1,0,Semi-Furnished,11252301
Delhi NCR,Dwarka,1439,4,5,22,11,12,1,1,0,Unfurnished,11296792
Delhi NCR,Dwarka,2579,5,5,10,13,22,1,1,0,Unfurnished,22192275
Pune,Kothrud,2023,5,6,4,11,19,1,1,1,Fully Furnished,15639425
Hyderabad,HITEC City,1029,3,3,21,25,26,1,1,0,Semi-Furnished,6206092
Delhi NCR,Gurugram,880,2,3,23,27,35,0,1,1,Semi-Furnished,7577244
Bangalore,HSR Layout,562,1,2,3,28,33,1,1,0,Unfurnished,3357828
Chennai,OMR,627,4,5,12,0,3,1,1,0,Unfurnished,4860198
Bangalore,Koramangala,2051,4,5,5,5,13,1,1,0,Semi-Furnished,12425135
Hyderabad,Gachibowli,2710,3,2,1,26,29,0,1,1,Semi-Furnished,16904633
Bangalore,Koramangala,3505,2,1,24,10,18,1,0,0,Semi-Furnished,17485046
Bangalore,Indiranagar,3822,3,3,24,10,15,0,1,1,Semi-Furnished,17265249
Mumbai,Powai,794,2,2,5,11,19,1,1,1,Fully Furnished,8552564
Bangalore,Koramangala,678,3,4,21,0,3,1,1,0,Semi-Furnished,4138933
Pune,Hinjewadi,728,2,3,9,19,25,0,1,1,Fully Furnished,5691055
Chennai,OMR,1382,4,5,22,19,25,1,1,1,Semi-Furnished,9207602
Mumbai,Thane,893,2,3,3,23,27,0,1,0,Unfurnished,8972294
Chennai,Adyar,3239,3,2,15,5,10,1,1,0,Unfurnished,18668465
Chennai,Adyar,3967,2,2,22,28,35,0,1,1,Semi-Furnished,22371691
Hyderabad,Madhapur,571,3,3,9,29,30,1,1,0,Unfurnished,4315516
Hyderabad,HITEC City,817,3,3,0,22,30,0,1,0,Semi-Furnished,5651323
Mumbai,Kurla,1094,4,3,12,12,15,1,0,1,Semi-Furnished,11978916
Delhi NCR,Noida Sector 62,878,2,3,13,29,36,0,0,0,Semi-Furnished,8501623
Hyderabad,Jubilee Hills,1406,2,1,22,29,38,1,0,0,Semi-Furnished,7554724
Hyderabad,Kondapur,635,3,2,11,11,13,1,1,1,Fully Furnished,4583577
Hyderabad,HITEC City,3277,2,2,12,29,36,0,1,0,Semi-Furnished,17397746
Chennai,OMR,1901,2,1,0,9,10,1,1,0,Semi-Furnished,10324362
Mumbai,Kurla,1642,3,3,13,22,27,1,1,0,Semi-Furnished,15733687
Chennai,Adyar,1405,3,2,7,6,13,1,0,0,Unfurnished,8432811
Pune,Kothrud,1029,1,1,21,9,14,1,1,1,Unfurnished,7026680
Chennai,Anna Nagar,3482,2,2,13,17,22,1,0,1,Semi-Furnished,20103614
Pune,Hinjewadi,3213,4,5,0,5,11,1,1,1,Fully Furnished,23131837
Bangalore,Koramangala,1022,3,3,16,23,29,1,1,1,Fully Furnished,5868932
Bangalore,Indiranagar,886,1,1,15,7,9,1,1,1,Semi-Furnished,4967137
Pune,Kothrud,3121,2,2,11,19,28,1,0,1,Semi-Furnished,21791458
Pune,Hinjewadi,3130,3,2,19,22,25,1,0,1,Fully Furnished,19194843
Chennai,T Nagar,1072,2,2,22,8,9,1,1,0,Fully Furnished,6229609
Pune,Wakad,1143,4,5,4,15,16,1,0,0,Semi-Furnished,9279143
Mumbai,Kurla,3120,3,4,20,23,32,1,1,0,Semi-Furnished,29230180
Bangalore,Whitefield,3417,3,2,23,1,7,1,1,0,Unfurnished,18040145
Bangalore,Koramangala,1792,4,4,17,28,35,0,1,1,Unfurnished,9785908
Delhi NCR,Greater Noida,1046,2,1,3,10,12,0,1,1,Semi-Furnished,9109442
Pune,Hinjewadi,2009,2,3,19,23,24,1,1,0,Semi-Furnished,12313351
Hyderabad,Gachibowli,2985,3,2,10,18,20,1,1,0,Unfurnished,16510427
Hyderabad,Gachibowli,2086,3,2,7,3,6,1,1,1,Unfurnished,11733548
Pune,Wakad,1054,2,2,21,2,5,0,0,1,Semi-Furnished,6513273
Mumbai,Kurla,2263,2,3,8,14,22,1,1,0,Fully Furnished,21078491
Hyderabad,Kondapur,2658,2,3,24,7,11,1,1,0,Semi-Furnished,12858099
Delhi NCR,Faridabad,3893,2,2,19,3,4,0,1,0,Semi-Furnished,29378084
Pune,Hinjewadi,3074,3,3,9,10,12,1,1,1,Unfurnished,21927300
Mumbai,Kurla,2724,3,3,6,16,25,1,1,1,Fully Furnished,27436289
Mumbai,Powai,3221,2,3,18,8,10,0,1,0,Fully Furnished,30490046
Chennai,OMR,2074,2,3,21,24,33,1,1,0,Semi-Furnished,12625328
Mumbai,Kurla,1123,2,2,0,0,5,0,1,0,Semi-Furnished,11203134
Hyderabad,HITEC City,2488,2,1,4,7,11,1,1,1,Fully Furnished,14150265
Hyderabad,Kondapur,1443,1,2,5,1,5,1,0,1,Fully Furnished,8410565
Pune,Viman Nagar,972,2,2,11,22,25,0,0,1,Semi-Furnished,7193541
Pune,Viman Nagar,2086,2,2,11,12,14,1,1,1,Fully Furnished,13610516
Mumbai,Thane,1493,3,2,20,0,8,1,0,1,Unfurnished,13924086
Delhi NCR,Noida Sector 62,3426,3,3,13,21,27,1,0,0,Unfurnished,27257736
Bangalore,Koramangala,3959,2,1,6,9,18,1,1,0,Semi-Furnished,18972153
Chennai,Velachery,1621,4,3,19,11,13,1,0,0,Fully Furnished,10901635
Bangalore,Koramangala,1934,4,5,20,26,27,1,0,0,Semi-Furnished,9618593
Mumbai,Bandra,3946,5,5,19,10,18,0,0,1,Semi-Furnished,37480327
Mumbai,Bandra,669,4,5,13,9,17,0,1,1,Semi-Furnished,8050887
Bangalore,Hebbal,1513,3,4,15,13,18,0,1,0,Fully Furnished,8442839
Chennai,T Nagar,555,3,4,8,13,15,1,0,0,Fully Furnished,4496929
Bangalore,Whitefield,2256,2,2,1,7,12,1,1,0,Fully Furnished,12347177
Pune,Hinjewadi,2872,3,3,16,10,18,0,0,1,Unfurnished,19865805
Hyderabad,Gachibowli,1157,3,3,3,21,25,0,1,0,Fully Furnished,7165527
Delhi NCR,Dwarka,1456,3,4,13,8,10,1,0,0,Fully Furnished,13035149
Pune,Wakad,759,3,2,13,14,17,1,0,1,Unfurnished,5823541
Hyderabad,Jubilee Hills,1140,2,3,14,26,29,1,1,1,Semi-Furnished,6611244
Delhi NCR,Greater Noida,3109,3,2,11,0,9,1,1,0,Unfurnished,23631171
Delhi NCR,Gurugram,2887,2,2,12,24,27,1,1,0,Semi-Furnished,22207393
Delhi NCR,Faridabad,903,3,3,21,18,19,0,0,0,Semi-Furnished,7798483
Mumbai,Andheri,3079,4,5,9,17,24,1,1,1,Unfurnished,28382739
Delhi NCR,Dwarka,3745,4,3,15,11,12,1,1,0,Unfurnished,29717565
Chennai,Velachery,1294,3,3,14,7,13,1,0,0,Semi-Furnished,7387872
Bangalore,Indiranagar,2061,1,1,7,25,29,1,0,1,Fully Furnished,11750623
Chennai,Anna Nagar,1683,4,5,3,4,11,1,1,0,Unfurnished,10057996
Bangalore,Indiranagar,3581,2,3,0,12,19,0,1,0,Fully Furnished,17357254
Pune,Hinjewadi,3141,4,5,13,16,23,1,0,1,Semi-Furnished,21322482
Pune,Viman Nagar,3827,2,1,8,0,6,1,1,1,Semi-Furnished,23726615
Bangalore,Indiranagar,3164,2,1,18,1,8,1,1,1,Unfurnished,16868958
Chennai,T Nagar,3199,3,3,5,6,14,0,0,0,Fully Furnished,17855730
Bangalore,Whitefield,1213,3,4,15,1,4,1,0,1,Semi-Furnished,6758994
Delhi NCR,Noida Sector 62,2891,2,2,23,24,29,1,1,0,Semi-Furnished,23464517
Mumbai,Kurla,1896,3,2,10,21,30,0,1,0,Semi-Furnished,19072988
Pune,Viman Nagar,2457,3,3,20,3,11,0,0,0,Semi-Furnished,15123831
Mumbai,Andheri,2593,2,2,22,27,33,0,1,1,Fully Furnished,25733500
Delhi NCR,Greater Noida,2252,3,4,10,12,21,1,1,1,Unfurnished,18677162
Delhi NCR,Greater Noida,1403,2,2,13,13,18,1,1,1,Semi-Furnished,10958099
Pune,Wakad,2602,3,4,10,19,21,0,0,1,Semi-Furnished,17811345
Pune,Hinjewadi,1601,1,1,13,2,11,1,0,0,Unfurnished,10153377
Delhi NCR,Greater Noida,2194,3,3,24,8,13,1,0,0,Semi-Furnished,16094968
Hyderabad,Jubilee Hills,1355,2,1,0,17,25,0,1,0,Semi-Furnished,8159992
Mumbai,Powai,1795,2,1,10,24,32,1,1,0,Unfurnished,18291615
Mumbai,Bandra,1159,3,3,23,15,19,1,1,1,Unfurnished,11144694
Hyderabad,Gachibowli,610,3,3,17,18,22,1,1,0,Unfurnished,4377360
Chennai,Anna Nagar,1538,5,6,16,19,20,1,0,0,Semi-Furnished,9951512
Mumbai,Thane,2625,4,3,3,8,13,0,1,1,Unfurnished,24941834
Bangalore,Koramangala,1000,3,2,21,18,27,1,1,0,Fully Furnished,5478944
Delhi NCR,Dwarka,3135,3,3,13,5,10,0,1,0,Fully Furnished,25871164
Delhi NCR,Greater Noida,917,2,3,7,11,16,1,0,0,Unfurnished,6934589
Hyderabad,Madhapur,2363,1,1,14,14,20,1,1,1,Unfurnished,12619094
Mumbai,Andheri,774,2,2,15,20,26,1,1,1,Unfurnished,7972807
Chennai,Anna Nagar,1720,4,4,0,5,13,1,0,1,Semi-Furnished,11149955
Mumbai,Thane,3947,2,2,0,4,5,1,1,0,Fully Furnished,36740589
Delhi NCR,Gurugram,2254,3,3,9,28,33,1,1,0,Unfurnished,17696914
Pune,Hinjewadi,3634,2,2,1,13,22,1,0,0,Unfurnished,22732074
Bangalore,Hebbal,3932,2,1,24,26,29,1,1,0,Semi-Furnished,20759407
Hyderabad,Madhapur,3520,1,1,11,18,25,1,0,1,Fully Furnished,20224431
Pune,Kothrud,3538,3,4,3,17,24,0,1,0,Fully Furnished,22716265
Chennai,Adyar,2268,2,2,22,25,28,0,1,0,Semi-Furnished,12250764
Pune,Baner,1633,3,4,18,12,19,1,1,0,Fully Furnished,11989724
Pune,Wakad,2741,3,3,0,8,11,1,1,0,Semi-Furnished,17684538
Chennai,Anna Nagar,2042,3,3,0,19,25,1,1,0,Semi-Furnished,13249049
Pune,Baner,2467,3,3,8,25,33,1,1,0,Semi-Furnished,15415215
Hyderabad,HITEC City,3402,3,4,19,27,35,1,1,1,Unfurnished,18436312
Delhi NCR,Gurugram,1298,3,3,12,21,27,0,0,0,Semi-Furnished,10656246
Mumbai,Powai,2463,2,3,10,24,26,1,1,0,Fully Furnished,23929831
Pune,Hinjewadi,2848,4,3,18,20,21,1,0,0,Fully Furnished,18784752
Hyderabad,Madhapur,3515,1,1,20,6,9,1,0,1,Unfurnished,16644470
Mumbai,Andheri,3115,2,3,16,27,30,1,1,1,Semi-Furnished,29859461
Mumbai,Kurla,3219,2,1,2,29,36,0,0,0,Fully Furnished,29626347
Pune,Viman Nagar,2696,3,3,19,20,24,1,0,0,Fully Furnished,17451811
Hyderabad,Kondapur,1268,1,1,12,11,13,1,1,1,Semi-Furnished,7362665
Delhi NCR,Gurugram,1984,3,3,21,8,10,0,1,0,Unfurnished,15579187
Pune,Hinjewadi,638,3,4,24,1,8,1,1,0,Semi-Furnished,4786142
Chennai,OMR,1360,3,3,18,2,10,1,1,0,Semi-Furnished,8953721
Mumbai,Thane,2359,2,2,19,4,9,1,1,1,Fully Furnished,21740795
Pune,Viman Nagar,2839,3,4,20,17,19,1,1,0,Semi-Furnished,19438260
Mumbai,Kurla,834,2,3,23,27,30,0,0,0,Semi-Furnished,7811901
Hyderabad,Jubilee Hills,3246,2,3,8,13,14,1,1,1,Semi-Furnished,16903728
Bangalore,Hebbal,2358,2,2,18,21,25,1,1,0,Unfurnished,12946990
Pune,Viman Nagar,1707,3,2,18,25,32,0,0,0,Semi-Furnished,10771176
Delhi NCR,Gurugram,2854,3,4,22,18,27,0,0,1,Fully Furnished,21537565
Pune,Baner,1424,3,2,24,20,23,1,1,0,Unfurnished,8708082
Mumbai,Andheri,1480,3,4,0,4,8,0,1,1,Semi-Furnished,14943042
Hyderabad,Gachibowli,3445,3,4,16,9,15,0,1,1,Fully Furnished,18225050
Chennai,T Nagar,1785,2,2,13,15,16,1,1,1,Semi-Furnished,10429340
Delhi NCR,Noida Sector 62,3474,1,2,11,23,28,0,0,0,Semi-Furnished,27307446
Hyderabad,Jubilee Hills,1833,4,3,1,24,29,1,1,0,Unfurnished,11223952
Pune,Wakad,843,3,3,21,19,28,0,1,0,Semi-Furnished,6402082
Chennai,Anna Nagar,3995,3,4,2,25,34,1,0,0,Semi-Furnished,22093357
Hyderabad,Jubilee Hills,1156,3,2,23,0,1,1,0,0,Semi-Furnished,5992537
Bangalore,Hebbal,2296,3,3,4,20,23,0,0,0,Unfurnished,11493753
Delhi NCR,Dwarka,2349,3,2,2,3,7,1,0,0,Semi-Furnished,19056084
Mumbai,Kurla,760,1,1,13,4,5,1,1,0,Unfurnished,7209519
Hyderabad,Gachibowli,1885,4,4,23,10,19,1,1,1,Fully Furnished,10998321
Hyderabad,Jubilee Hills,668,2,2,23,13,15,1,1,1,Fully Furnished,3997543
Bangalore,Koramangala,1159,2,3,17,24,29,0,0,0,Semi-Furnished,5900379
Pune,Hinjewadi,699,1,1,4,23,26,1,1,1,Fully Furnished,5240450
Delhi NCR,Gurugram,1908,3,4,2,26,30,1,1,0,Semi-Furnished,15281756
Delhi NCR,Dwarka,3883,3,4,22,10,14,1,1,0,Unfurnished,30585642
Mumbai,Thane,1081,3,4,1,26,28,1,0,0,Semi-Furnished,11084835
Hyderabad,Gachibowli,3883,4,5,8,23,25,1,0,1,Semi-Furnished,22432370
Chennai,Velachery,1065,2,2,17,7,15,0,1,1,Fully Furnished,6230000
Hyderabad,HITEC City,2942,3,4,1,0,2,1,0,0,Semi-Furnished,17517004
Mumbai,Thane,2898,3,2,21,27,34,1,1,0,Fully Furnished,28102342
Hyderabad,Kondapur,527,5,4,18,6,7,1,0,1,Fully Furnished,4317845
Bangalore,Koramangala,2398,2,2,2,12,13,0,0,0,Semi-Furnished,11512281
Hyderabad,Madhapur,1131,5,6,17,19,22,1,0,0,Semi-Furnished,7182620
Hyderabad,HITEC City,3704,2,1,13,5,8,0,1,0,Semi-Furnished,20762969
Chennai,T Nagar,2927,3,2,12,3,12,0,1,0,Fully Furnished,18549559
Bangalore,Koramangala,2125,3,4,15,11,13,1,0,0,Unfurnished,11292869
Bangalore,Whitefield,3075,4,5,20,4,8,1,0,0,Semi-Furnished,15998828
Hyderabad,Kondapur,2536,1,1,10,4,7,1,1,1,Semi-Furnished,13937569
Delhi NCR,Greater Noida,1810,1,1,20,16,23,1,0,1,Unfurnished,13825861
Chennai,OMR,3855,1,1,22,5,11,1,0,1,Semi-Furnished,22106541
Hyderabad,Madhapur,3450,3,2,23,9,18,0,0,0,Semi-Furnished,16421129
Hyderabad,Gachibowli,2265,3,4,23,15,23,1,0,0,Semi-Furnished,12758560
Mumbai,Andheri,1306,4,3,11,23,25,1,1,0,Semi-Furnished,14440508
Mumbai,Bandra,2774,3,2,2,28,31,1,1,0,Unfurnished,27068029
Delhi NCR,Gurugram,3998,1,1,5,20,21,1,0,1,Unfurnished,30749659
Chennai,Anna Nagar,2574,2,3,15,13,21,0,0,1,Semi-Furnished,15692094
Pune,Hinjewadi,3903,1,2,11,9,11,1,0,1,Semi-Furnished,25074624
Mumbai,Thane,1640,3,2,20,28,32,1,0,1,Fully Furnished,16931959
Pune,Baner,588,4,3,19,27,29,1,1,0,Semi-Furnished,5062919
Bangalore,HSR Layout,3166,5,6,5,21,23,1,0,1,Semi-Furnished,18828774
Mumbai,Thane,2258,2,3,19,20,23,1,0,0,Semi-Furnished,22128061
Mumbai,Bandra,621,1,2,13,16,21,0,1,1,Fully Furnished,6138324
Chennai,T Nagar,2417,2,1,23,4,12,1,1,0,Fully Furnished,13512300
Delhi NCR,Faridabad,1365,3,3,8,1,3,1,1,1,Unfurnished,11709414
Pune,Wakad,532,5,5,16,3,8,1,1,1,Semi-Furnished,5437321
Mumbai,Andheri,1102,2,3,11,17,21,1,0,0,Fully Furnished,11367851
Mumbai,Bandra,1195,2,2,0,7,10,1,0,0,Semi-Furnished,12159503
Chennai,OMR,3435,3,2,19,13,19,1,0,1,Semi-Furnished,18666928
Chennai,Velachery,3969,3,3,21,12,21,1,1,1,Fully Furnished,23530984
Delhi NCR,Noida Sector 62,1024,2,2,7,28,36,0,1,1,Unfurnished,8825595
Pune,Baner,1547,4,4,11,6,8,0,1,1,Unfurnished,11454374
Bangalore,Hebbal,1848,2,3,15,8,9,1,0,1,Fully Furnished,9733088
Delhi NCR,Gurugram,2581,4,3,0,3,11,1,1,1,Semi-Furnished,22043555
Bangalore,HSR Layout,746,2,3,2,4,9,1,1,0,Unfurnished,4453808
Hyderabad,HITEC City,3590,1,1,11,14,16,0,1,0,Semi-Furnished,19093934
Mumbai,Bandra,3601,2,3,3,8,9,1,1,1,Fully Furnished,34046334
Pune,Wakad,2596,2,1,9,24,32,1,0,0,Unfurnished,16450330
Delhi NCR,Greater Noida,2462,3,2,1,17,25,0,1,0,Unfurnished,19664696
Mumbai,Kurla,3459,3,2,8,27,33,1,0,0,Semi-Furnished,34562242
Pune,Hinjewadi,2727,3,2,2,26,31,0,1,1,Unfurnished,19103867
Pune,Wakad,1893,3,3,19,13,18,1,1,0,Fully Furnished,13713976
Pune,Viman Nagar,2407,2,2,19,14,20,1,1,1,Semi-Furnished,14982856
Mumbai,Powai,2523,1,1,0,0,5,1,0,1,Semi-Furnished,23248957
Delhi NCR,Dwarka,1237,5,5,4,18,20,1,1,0,Unfurnished,10450405
Chennai,Adyar,2468,4,4,4,25,32,0,0,0,Semi-Furnished,14371467
Mumbai,Andheri,3966,1,2,1,0,4,1,1,1,Unfurnished,38443168
Pune,Wakad,3137,2,1,14,5,12,0,0,0,Fully Furnished,18745315
Delhi NCR,Dwarka,3043,3,3,0,7,8,1,1,0,Semi-Furnished,24982555
Hyderabad,HITEC City,2978,2,1,20,3,9,1,1,1,Semi-Furnished,16282116
Bangalore,Hebbal,3778,3,2,4,15,17,1,1,0,Semi-Furnished,20413417
Pune,Baner,3606,3,3,6,10,13,1,0,0,Semi-Furnished,25569537
Hyderabad,HITEC City,1936,2,2,10,3,6,0,0,1,Fully Furnished,10737616
Chennai,T Nagar,863,2,1,9,10,11,0,0,0,Unfurnished,5159196
Pune,Kothrud,2857,3,2,1,9,14,1,1,1,Unfurnished,18587453
Hyderabad,Kondapur,1481,2,1,13,16,24,1,1,0,Unfurnished,7630285
Pune,Kothrud,1802,2,3,23,8,16,1,0,0,Fully Furnished,11777996
Mumbai,Powai,3723,3,4,20,9,16,1,0,1,Semi-Furnished,36803449
Delhi NCR,Gurugram,726,3,2,4,7,14,1,0,0,Unfurnished,6314737
Hyderabad,HITEC City,1766,2,3,15,29,37,1,1,0,Semi-Furnished,9272548
Delhi NCR,Gurugram,2557,4,3,24,13,21,1,1,1,Unfurnished,20494285
Mumbai,Kurla,1915,3,2,1,12,17,1,0,1,Fully Furnished,19957158
Mumbai,Thane,2595,2,2,9,2,9,1,1,0,Unfurnished,25395560
Delhi NCR,Gurugram,2147,2,1,17,13,15,1,1,0,Semi-Furnished,17194676
Hyderabad,Jubilee Hills,2751,3,3,4,13,17,1,1,0,Fully Furnished,14962289
Delhi NCR,Noida Sector 62,3536,2,2,16,2,8,1,0,1,Unfurnished,26080397
Delhi NCR,Gurugram,3441,3,2,10,28,31,0,1,0,Unfurnished,26217278
Bangalore,Whitefield,656,3,4,4,15,17,1,1,0,Semi-Furnished,5189498
Hyderabad,HITEC City,3402,3,2,20,9,10,0,0,0,Fully Furnished,17641307
Bangalore,Hebbal,2573,3,2,23,3,7,0,1,0,Fully Furnished,13856804
Pune,Viman Nagar,2968,3,4,5,19,21,1,0,0,Semi-Furnished,19756743
Delhi NCR,Noida Sector 62,2201,2,2,21,17,20,1,0,0,Fully Furnished,16704308
Pune,Viman Nagar,1260,2,3,15,3,9,1,1,0,Semi-Furnished,8649026
Hyderabad,Madhapur,1273,3,2,4,1,4,1,1,1,Semi-Furnished,7270434
Delhi NCR,Gurugram,2811,3,2,20,10,13,1,0,0,Semi-Furnished,21459395
Pune,Wakad,2052,3,4,23,14,18,1,0,1,Semi-Furnished,12761699
Chennai,Adyar,3135,2,3,15,10,13,1,1,0,Semi-Furnished,18279465
Mumbai,Powai,1457,5,6,16,22,28,1,0,1,Fully Furnished,15986821
Delhi NCR,Gurugram,3017,2,2,8,20,29,1,0,0,Semi-Furnished,24087840
Mumbai,Andheri,753,2,3,21,22,30,1,0,1,Fully Furnished,7766895
Bangalore,Hebbal,2069,2,1,24,5,7,1,1,0,Semi-Furnished,10187940
Pune,Kothrud,3718,2,3,1,17,20,1,1,0,Fully Furnished,24110455
Bangalore,Whitefield,3897,3,2,18,29,37,0,0,1,Semi-Furnished,21019725
Delhi NCR,Greater Noida,3909,1,1,16,27,30,1,0,0,Fully Furnished,30619750
